item ID,titles,description,product_type,brand,dietary_considerations,flavor_profile,cost_tier,key_features,categories
45669,"Donut House Collection Light Roast K-Cup for Keurig Brewers, Donut House Decaf Coffee (Pack of 96)",A pack of 96 decaffeinated light roast coffee pods designed for use with Keurig brewers.,decaf coffee pods,Donut House,['Decaffeinated'],mild and sweet,Medium-Cost,"['single-serving', 'shelf-stable']","Beverages, Coffee/Tea"
45674,Art of Appreciation Gift Baskets   The Classic Gourmet Food Basket - Medium,"A medium-sized gift basket featuring an assortment of gourmet foods, perfect for sharing or gifting on special occasions.",gourmet food basket,Art of Appreciation,['none'],savory and sweet,Medium-Cost,"['ready-to-eat', 'shelf-stable']",Gift Baskets and Food Gifts
45702,"Madhava Organic Light Agave, 46-Ounce (Pack of 2)","This product is a pack of two 46-ounce bottles of organic light agave syrup, a natural sweetener ideal for enhancing the flavor of beverages and recipes.",agave syrup,Madhava,"['Organic', 'Vegan']",sweet,Medium-Cost,"['shelf-stable', 'ready-to-use']","Health Foods, Sweeteners"
45711,Matcha Green Tea Powder - ORGANIC - All Day Energy - Green Tea Lattes - Smoothies - Matcha Baking - Superior Antioxidant Content - Improved Hair &amp; Skin Health- Exclusive to Amazon,"This organic matcha green tea powder is a versatile ingredient that enhances beverages like lattes and smoothies while providing antioxidants that support energy, hair, and skin health.",matcha green tea powder,none,['Organic'],earthy,Medium-Cost,"['versatile ingredient', 'high in antioxidants', 'suitable for baking']","Beverages, Cooking Ingredients, Health Foods, Health-Conscious Options"
45758,"Funky Monkey Snacks Pink Pineapple, 0.42-Ounce Bags (Pack of 12)","These are individually packaged fruit snacks made from real pink pineapple, offering a healthy and convenient sweet treat.",fruit snack,Funky Monkey Snacks,"['Non-GMO', 'Gluten-Free', 'Vegan']",sweet,Medium-Cost,"['ready-to-eat', 'single-serving']","Snacks, Health Foods, Canned and Packaged Foods"
45759,Lee Kum Kee Premium Dark Soy Sauce - 16.9 fl. oz.,"This premium dark soy sauce enhances dishes with its rich color and deep umami flavor, making it ideal for stir-fries, marinades, and dipping sauces.",dark soy sauce,Lee Kum Kee,"['Vegan', 'Contains Wheat']",umami,Medium-Cost,"['shelf-stable', 'ready-to-use']",Condiments and Sauces
45782,Seggiano Raw Basil Pesto Genovese 200 gram Jar,"A traditional Italian basil pesto made from raw ingredients, ideal for enhancing pasta dishes, sandwiches, and dips.",basil pesto,Seggiano,['Vegetarian'],savory,Medium-Cost,"['ready-to-eat', 'shelf-stable']","Cooking Ingredients, Condiments and Sauces, Ethnic and Specialty Foods"
45783,"Gustaf's Dutch Licorice, Caramels, 4.4-Pound Bag","A large bag of soft, sweet Dutch licorice caramels, perfect for candy lovers looking for a unique treat.",gourmet candy,Gustaf's,['none'],sweet,Medium-Cost,"['shelf-stable', 'ready-to-eat']","Snacks, Sweets and Desserts"
45805,"Triple Leaf Teas - Ginger Tea, 20 bag","A box of herbal tea featuring ginger as the primary flavor, packaged with 20 individually wrapped tea bags for brewing.",herbal tea,Triple Leaf Teas,['Caffeine-Free'],spicy,Medium-Cost,"['individually wrapped', 'ready-to-brew']","Beverages, Coffee/Tea"
45809,Pearl River Bridge Superior Light Soy Sauce,"A premium light soy sauce made from high-quality soybeans, ideal for enhancing the flavor of Asian dishes, marinades, and stir-fries.",light soy sauce,Pearl River Bridge,['Vegan'],savory,High-Cost,"['shelf-stable', 'ready-to-use']",Condiments and Sauces
45823,"Green Mountain Coffee Fair Trade Gingerbread, K-Cup Portion Pack for Keurig Brewers 24-Count",This product contains 24 single-serve K-Cup pods of Fair Trade gingerbread-flavored coffee designed for use with Keurig brewers.,flavored coffee pods,Green Mountain Coffee,['Fair Trade'],sweet and spiced,Medium-Cost,"['single-serving', 'compatible with Keurig brewers']","Beverages, Coffee/Tea"
45826,"Blue Diamond Almonds Salt &amp; Vinegar, Bold, 6-Ounce Tins (Pack of 12)","This product consists of twelve 6-ounce tins of bold-flavored almonds seasoned with salt and vinegar, perfect for snacking or adding a flavorful crunch to dishes.",seasoned almonds,Blue Diamond,"['Non-GMO', 'Gluten-Free']",savory and tangy,Medium-Cost,"['ready-to-eat', 'shelf-stable']","Snacks, Nuts and Seeds"
45827,El Guapo Gumbo Bitters - tastes just like gumbo!,A flavorful blend of spices and herbs designed to enhance cocktails and dishes with the distinctive taste of traditional gumbo.,bitters,El Guapo,['Gluten-Free'],savory,Medium-Cost,"['shelf-stable', 'concentrated']","Cooking Ingredients, Specialty Foods"
45832,"Bellino Savoiardi Lady Fingers, 7 Ounce Packages (Pack of 12)","These light and airy cookies, often used in desserts like tiramisu, come in a convenient pack of twelve 7-ounce packages.",lady fingers,Bellino,[],sweet,Medium-Cost,"['light and airy', 'shelf-stable', 'ready-to-eat', 'bulk packaging']",Sweets and Desserts
45858,"Davidson's Tea Bulk, Earl Grey, 16-Ounce Bag","A distinctive blend of black tea infused with bergamot oil, packaged in a 16-ounce bag for brewing a fragrant and flavorful Earl Grey tea.",Earl Grey Tea,Davidson's Tea,['None'],citrusy and floral,Medium-Cost,"['bulk packaging', 'loose leaf', 'requires brewing']","Beverages, Coffee/Tea"
45883,Brach's Peppermint Candy Canes 9.75 Oz Box (65 Ct),"A box containing 65 peppermint candy canes, ideal for holiday treats, decorations, or festive snacking.",peppermint candy canes,Brach's,['Gluten-Free'],sweet,Low-Cost,"['ready-to-eat', 'shelf-stable']",Sweets and Desserts
45921,"Green Mountain Coffee K-Cup for Keurig Brewers, Pumpkin Spice, 24 Count","A pack of 24 single-serve coffee pods featuring a pumpkin spice flavor, designed for use with Keurig brewing systems.",coffee pod,Green Mountain Coffee,['Gluten-Free'],sweet,Medium-Cost,"['single-serving', 'shelf-stable']","Beverages, Coffee/Tea"
45922,"Hidden Valley Original Ranch Dressing, 16 Fluid Ounce Bottle (Pack of 6)","A creamy, tangy dressing made with a blend of herbs and spices, perfect for salads, dips, or enhancing a variety of dishes, offered in a pack of six 16-ounce bottles.",ranch dressing,Hidden Valley,['Contains Dairy'],creamy and tangy,Medium-Cost,"['shelf-stable', 'ready-to-eat']",Condiments and Sauces
45933,"Harney &amp; Sons Classic Citron Green Tea, 20 Tea Sachets",This product contains 20 tea sachets of premium green tea infused with a bright citrus flavor.,flavored green tea,Harney & Sons,['Low-Calorie'],citrus,Medium-Cost,"['single-serving', 'ready-to-brew', 'shelf-stable']","Beverages, Coffee/Tea"
45955,Bell Plantation PB2 Powder Peanut Butter - 6.5 oz (184g) (6 Pack),"This product is a pack of six containers of powdered peanut butter, offering a low-fat alternative to traditional peanut butter for use in smoothies, baking, or as a protein-rich ingredient in various recipes.",powdered peanut butter,Bell Plantation,"['Low-Fat', 'High-Protein', 'Gluten-Free']",nutty,Medium-Cost,"['shelf-stable', 'versatile use']","Cooking Ingredients, Health Foods, Dietary Specific Items"
45968,"Royal Basmati Rice in Plastic Bag, 10 Pound","A premium long-grain rice known for its fragrant aroma and fluffy texture, packaged in a convenient 10-pound plastic bag for easy storage and use in various dishes.",Basmati Rice,Royal,"['Gluten-Free', 'Non-GMO']",aromatic,High-Cost,"['requires cooking', 'shelf-stable']",Grains and Pasta
46010,"Earth's Best Organic Baby Food, Spaghetti With Cheese, 6 Ounce (Pack of 12)","This product is a pack of twelve 6-ounce jars of organic baby food featuring a blend of spaghetti and cheese, designed for infants transitioning to solid foods.",baby food meal,Earth's Best,"['Organic', 'Non-GMO']",savory,Medium-Cost,"['ready-to-eat', 'shelf-stable']","Canned and Packaged Foods, Baby Food"
46014,"Rodelle Almond Extract, 16 Ounce","This 16-ounce bottle of almond extract is a concentrated flavoring agent made from almonds, ideal for enhancing the taste of baked goods and desserts.",almond extract,Rodelle,"['Gluten-Free', 'Non-GMO']",sweet,Medium-Cost,"['shelf-stable', 'ready-to-use']","Cooking Ingredients, Sweets and Desserts"
46017,"Tortuga Chocolate Cinnarum Gourmet Ground Coffee, 8 Ounce Bag","This product is a gourmet ground coffee blend infused with chocolate and cinnamon flavors, packaged in an 8-ounce bag for convenient brewing.",gourmet coffee,Tortuga,"['Gluten-Free', 'Non-GMO']",sweet and spicy,High-Cost,"['ready-to-brew', 'ground coffee']","Beverages, Coffee/Tea"
46029,"Green Mountain Coffee Fair Trade Organic Sumatran Reserve, K-Cup Portion Pack for Keurig Brewers 24-Count","A 24-count pack of Fair Trade Certified organic coffee pods designed for use with Keurig brewers, featuring a rich Sumatran blend.",coffee pods,Green Mountain Coffee,"['Fair Trade', 'Organic', 'Non-GMO']",earthy,Medium-Cost,"['single-serving', 'ready-to-brew']","Beverages, Coffee/Tea"
46049,"Celestial Seasonings Sleepytime Extra Tea, 20-Count Tea Bags (Pack of 6)","A herbal tea blend designed to promote relaxation and improve sleep quality, featuring calming ingredients such as chamomile and valerian root, packaged in convenient tea bags.",sleep aid tea,Celestial Seasonings,"['Caffeine-Free', 'Herbal', 'Possibly Organic']",soothing and herbal,Medium-Cost,"['ready-to-brew', 'shelf-stable']","Beverages, Health Foods, Coffee/Tea, Health-Conscious Options"
46050,"Harney &amp; Sons Orange Pekoe Tea, 50 Tea Bags","This product contains 50 individual tea bags of Orange Pekoe tea, a type of black tea known for its brisk flavor and bright color, perfect for brewing a refreshing cup.",black tea,Harney & Sons,['Caffeine'],brisk,Medium-Cost,"['single-serving', 'ready-to-brew']","Beverages, Coffee/Tea"
46077,"Pereg Gourmet Basmati Rice with Vegetables Mix, 6.4-Ounce","A blend of aromatic basmati rice and mixed vegetables, this product offers a convenient and flavorful meal option or side dish.",gourmet rice mix,Pereg,['Gluten-Free'],savory,Medium-Cost,['ready-to-eat'],"Specialty Foods, Health-Conscious Options, Prepared and Ready-Made Meals, Ethnic and Specialty Foods, Culinary Specialties"
46084,"Barilla Tri-Color Rotini Pasta, 12 Ounce Boxes (Pack of 16)","A pack of 16 boxes containing 12 ounces each of tri-color rotini pasta, perfect for adding visual appeal and texture to a variety of pasta dishes.",rotini pasta,Barilla,['Non-GMO'],neutral,Medium-Cost,"['requires cooking', 'shelf-stable', 'versatile']",Grains and Pasta
46109,"Uncle Ray's No Salt Potato Chips, 3-Ounce Bags (Pack of 12)","A pack of 12, 3-ounce bags of potato chips that are made without added salt, offering a healthier snacking option.",potato chips,Uncle Ray's,['Low-Sodium'],savory,Medium-Cost,"['single-serving', 'shelf-stable']","Snacks, Health Foods, Canned and Packaged Foods"
46117,"Special K Protein Meal Bar, Honey Almond, 1.59 oz. Bars,  6-Count Box (Pack of 6)",A pack of six honey almond-flavored protein meal bars designed to provide a convenient source of nutrition and energy for active individuals.,protein bar,Special K,"['High-Protein', 'Low-Sugar']",sweet,Medium-Cost,"['ready-to-eat', 'shelf-stable']","Snacks, Health Foods, Dietary Specific Items, Health-Conscious Options"
46119,"San Pellegrino Sparkling Natural Mineral Water, 33.81-Ounce Bottles (Pack of 12)","This product consists of twelve 33.81-ounce bottles of San Pellegrino sparkling mineral water, known for its refreshing taste and naturally sourced carbonation.",sparkling mineral water,San Pellegrino,"['Calorie-Free', 'Natural']",refreshing,Medium-Cost,"['shelf-stable', 'single-serving']","Beverages, Canned and Packaged Foods, Health-Conscious Options"
46121,Organic Silver Needle Loose Leaf White Tea,"This premium loose leaf tea is made from tender young tea buds, offering a delicate and subtle flavor profile with a light, refreshing taste.",loose leaf white tea,none,['Organic'],delicate and refreshing,High-Cost,"['loose leaf', 'made from tender young tea buds']","Beverages, Coffee/Tea"
46126,"Golden Lentils, 1 lb.","These small, yellow legumes are a nutritious source of protein and fiber, ideal for soups, stews, and salads.",dried lentils,none,"['Vegan', 'Gluten-Free']",savory,Low-Cost,"['requires cooking', 'shelf-stable']","Cooking Ingredients, Health Foods"
46127,Bbq Bros Rubs (Southern Style),A flavorful blend of spices designed to enhance the taste of grilled meats and vegetables with a Southern flair.,seasoning blend,Bbq Bros,['Gluten-Free'],savory,Medium-Cost,"['shelf-stable', 'ready-to-use']",Cooking Ingredients
46162,"El Guapo Tex-Mex Bitters - grapefruit, lime, culantro, cumin, jalapeno flavors","A flavor-enhancing mixer featuring a blend of grapefruit, lime, culantro, cumin, and jalapeno, designed to add complexity to cocktails and culinary creations.",bitters,El Guapo,['none'],spicy and tart,Medium-Cost,"['shelf-stable', 'ready-to-use']",Cooking Ingredients
46186,"Plum Kids Organic Fruit and Veggie Mashups, Blueberry Blitz, 3.17 Ounce, 4-Count (Pack of 6)","These are organic fruit and veggie purees designed for toddlers, featuring a blueberry flavor in convenient pouches, ideal for on-the-go feeding.",baby food puree,Plum Kids,['Organic'],sweet,Medium-Cost,"['ready-to-eat', 'single-serving']","Canned and Packaged Foods, Baby Food, Fruits and Vegetables"
46188,"Gourmet House Wild Rice, 16-Ounce (Pack of 4)","This product is a bulk package of premium wild rice, ideal for adding a nutty flavor and chewy texture to various dishes such as salads, soups, and sides.",gourmet wild rice,Gourmet House,['Gluten-Free'],nutty,Medium-Cost,"['requires cooking', 'shelf-stable']",Grains and Pasta
46204,Robertsons Traditional Mincemeat 411g,"A rich blend of dried fruits, spices, and suet, this product is designed for making traditional mincemeat pies and other festive baked goods.",traditional mincemeat,Robertsons,['Gluten-Free'],sweet,Medium-Cost,"['shelf-stable', 'requires cooking']","Cooking Ingredients, Dried and Preserved Foods"
46247,Japan Kracie Tsubupyon Soda flavor 2013 March NEW!! DIY candy Happy Kitchen,"This is a DIY candy kit that allows users to create gummy candy in a soda flavor, inspired by Japanese cooking and confectionery.",DIY candy kit,Kracie,[],sweet,Medium-Cost,"['DIY preparation', 'gummy texture', 'soda flavor']",Sweets and Desserts
46249,Tully's Coffee Hawaiian Blend K-Cups,"Single-serve coffee pods featuring a Hawaiian blend, designed for use with compatible brewing machines to deliver a convenient and flavorful coffee experience.",single-serve coffee pods,Tully's Coffee,"['Gluten-Free', 'Vegan']",smooth,Medium-Cost,"['single-serving', 'compatible with brewing machines']","Beverages, Coffee/Tea"
46256,"Anna Pappardelle Nest #102 Pasta, 1 Pound Bags (Pack of 12)","This product consists of twelve 1-pound bags of pappardelle pasta nests, ideal for preparing traditional Italian dishes with a wide, ribbon-like shape that holds sauce well.",pappardelle pasta,Anna,['Contains Gluten'],neutral,Medium-Cost,"['requires cooking', 'shelf-stable']",Grains and Pasta
46264,"So Delicious Dairy Free - Organic Coconut Milk Beverage Organic Unsweetened,  32-Ounce (Pack of 6)","This product is a pack of six 32-ounce cartons of organic unsweetened coconut milk beverage, ideal for those seeking a dairy-free alternative for cooking, baking, or as a beverage.",coconut milk beverage,So Delicious Dairy Free,"['Organic', 'Vegan', 'Non-GMO']",coconut,Medium-Cost,"['shelf-stable', 'multi-use']","Beverages, Cooking Ingredients, Health Foods, Dietary Specific Items"
46266,Cadbury Chocolate Eclairs 180g (2 Pack),"A delicious treat featuring a creamy chocolate filling encased in a chewy toffee shell, packaged in two 180g bags for sharing or indulging.",chocolate toffee candy,Cadbury,['Contains Dairy'],sweet,Medium-Cost,"['ready-to-eat', 'shelf-stable', 'sharing size']","Snacks, Sweets and Desserts"
46279,Utz Cheese Balls - 35 Oz. Container,"A large container of crunchy, cheese-flavored snack balls perfect for sharing or enjoying on-the-go.",cheese ball,Utz,['Contains Dairy'],cheesy,Medium-Cost,"['ready-to-eat', 'shelf-stable']",Snacks
