item ID,titles,description,product_type,brand,design_focus,target_user,cost_tier,key_features,categories
236671,Johnnie Lene Natural Color Textured Suit Set for Boys From Baby to Teen,"A stylish and textured suit set designed for boys, suitable for ages ranging from infants to teenagers, perfect for formal occasions.",suit set,Johnnie Lene,Fashion-forward,Kids,Medium-Cost,"['textured fabric', 'suitable for multiple age groups', 'designed for formal occasions']",Baby and Kids Clothing
236672,Yoursclothing Womens Plus Size Jersey Sleevesless Shirt Top With Lace Insert Det Size 26-28 Grey,"This is a plus-size, sleeveless jersey shirt featuring a lace insert, designed for comfortable wear in casual or active settings, available in size 26-28 and in grey color.",lace insert tank top,Yoursclothing,Comfort,Women's,Medium-Cost,"['sleeveless design', 'lace insert', 'jersey fabric', 'plus size', 'casual wear']","Activewear and Sportswear, Clothing"
236674,Yoursclothing Womens Plus Size Wine Caviar Beaded Leggings Red,"These plus-size leggings feature a rich wine color with caviar beading, offering a stylish and comfortable fit for women.",leggings,Yoursclothing,Fashion-forward,Women's,Medium-Cost,"['plus-size fit', 'caviar beading', 'stretch fabric', 'comfortable design', 'stylish appearance']",Clothing
236675,"Hello Kitty Girls 2-6X On Tee Shirt, Aspen Gold, 4T","This is a bright yellow tee designed for young girls, featuring a playful Hello Kitty graphic, suitable for everyday wear in sizes 2 to 6X.",tee shirt,Hello Kitty,Fashion-forward,Kids,Low-Cost,"['bright yellow color', 'playful Hello Kitty graphic', 'suitable for everyday wear', 'available in sizes 2 to 6X', 'comfortable fit for active children']","Baby and Kids Clothing, Children's Items, Clothing"
236676,"Almost Famous Girls 2-6X Rainbow Embroidery Short, Dark Night Wash, 5","These denim shorts for young girls feature colorful rainbow embroidery and a dark wash finish, perfect for casual summer outings.",denim shorts,Almost Famous,Fashion-forward,Kids,Medium-Cost,"['rainbow embroidery', 'dark wash finish', 'denim material', 'suitable for casual summer outings', 'designed for young girls']","Baby and Kids Clothing, Children's Items"
236679,Hatley Baby Girls Newborn Zip Up Coverall Candy Cane Stripes,"This is a zip-up coverall designed for newborn baby girls, featuring a festive candy cane stripe pattern.",zip-up coverall,Hatley,Fashion-forward,Kids,Medium-Cost,"['zip-up', 'candy cane stripe pattern', 'soft fabric', 'full coverage', 'easy care']","Baby and Kids Clothing, Seasonal and Thematic Products"
236680,Aventura Women's Nadia Dress,"This women's dress features a casual design suitable for everyday wear, combining comfort and style with a flattering fit.",casual dress,Aventura,Comfort,Women's,Medium-Cost,"['comfortable fit', 'flattering design']",Clothing
236681,Clarisse Cocktail Dress 2041,This elegant cocktail dress features a stylish design suitable for formal events and special occasions.,cocktail dress,none,Fashion-forward,Women's,Medium-Cost,"['elegant design', 'suitable for formal events', 'variety of colors and styles', 'often includes embellishments', 'tailored fit']",Costumes and Themed Apparel
236683,"Pink Gold Plated Sterling Silver Clear Crystal Circle Pendant Necklace, 18&quot;","This necklace features a pink gold plated sterling silver chain with a clear crystal circle pendant, measuring 18 inches in length.",pendant necklace,none,Fashion-forward,Women's,Medium-Cost,"['pink gold plating', 'sterling silver', 'clear crystal pendant', '18-inch length', 'circle pendant design']","Accessories, Fashion Accessories"
236684,WallFlower Juniors Bling Irresistible Jegging Jean in Alpha Rinse Size: 7,"These are stylish jegging jeans designed for juniors, featuring a bling embellishment and a flattering fit in a dark wash.",jeggings,WallFlower,Fashion-forward,Juniors,Medium-Cost,"['bling embellishment', 'flattering fit', 'dark wash', 'jegging style', 'designed for juniors']",Baby and Kids Clothing
236685,Nila Anthony Women's Iridescent Backpack One Size Gold,"This stylish gold backpack features an iridescent finish, designed for casual use with ample space for everyday essentials.",fashion backpack,Nila Anthony,Fashion-forward,Women's,Medium-Cost,"['iridescent finish', 'ample space for everyday essentials', 'casual design']",Carrying Items
236686,Torrid Denim - Black Denim Jacket,"This is a black denim jacket designed for women, suitable for both casual and work settings, and available in plus sizes.",denim jacket,Torrid,Fashion-forward,Women's,Medium-Cost,"['stretch fabric', 'classic fit', 'durable denim']",Clothing
236687,Ladies Plus Size Point Collar Leopard Prints Casual Semi Sheer Shirt,"This is a semi-sheer, casual blouse designed for plus-size women, featuring a point collar and a stylish leopard print pattern.",blouse,none,Fashion-forward,Women's,Medium-Cost,"['semi-sheer fabric', 'point collar', 'leopard print pattern', 'casual style', 'plus-size fit']",Clothing
236688,Wet Seal Women's Tiered Babydoll Tunic L Pastel Tan Rose,"This is a pastel tan and rose tiered babydoll tunic designed for women, featuring a relaxed fit and feminine silhouette ideal for casual wear.",babydoll tunic,Wet Seal,Fashion-forward,Women's,Low-Cost,"['tiered design', 'relaxed fit', 'feminine silhouette', 'pastel colors', 'casual wear']",Clothing
236689,Wet Seal Women's Whitney Tonal Striped V-Neck Tee L Charcoal,"This is a women's lightweight, charcoal-colored V-neck tee featuring tonal stripes, designed for a casual and comfortable fit.",V-neck tee,Wet Seal,Comfort,Women's,Low-Cost,"['lightweight', 'tonal stripes', 'V-neck design']",Clothing
236690,Wet Seal Women's Long Sleeve V-Neck Top L Palace Blue,"This is a long-sleeve, V-neck top designed for women and juniors, featuring a vibrant palace blue color suitable for casual wear.",V-neck top,Wet Seal,Fashion-forward,Women's,Low-Cost,"['long sleeve', 'V-neck', 'casual style']",Clothing
236691,Living Dead Souls Black Stretch Skinny Jeans Rocker Chick Jeans,"These black stretch skinny jeans are designed for women, featuring a rocker chic style that offers a flattering fit and comfortable wear.",skinny jeans,Living Dead Souls,Fashion-forward,Women's,Medium-Cost,"['black stretch fabric', 'flattering fit', 'comfortable wear']",Clothing
236692,Oat Beige Rhinestone Peep Toe Faux Suede Cover Platform Wedge Alter,"This is a stylish peep-toe wedge shoe made of faux suede in a soft oat beige color, featuring rhinestone embellishments for added flair.",wedge shoe,none,Fashion-forward,Women's,Medium-Cost,"['peep toe', 'wedge heel', 'faux suede', 'rhinestone embellishments', 'platform']",Footwear
236694,Yellow Green &amp; Orange Sea Shell Charm Pendant Jewelry Scarf/Necklace,"This accessory features a pendant designed as a sea shell in vibrant yellow, green, and orange hues, attached to a versatile scarf that can be worn as a necklace or wrap.",jewelry scarf,none,Fashion-forward,Women's,Medium-Cost,"['Vibrant colors', 'Sea shell pendant design', 'Versatile wear (can be worn as a scarf or necklace)', 'Fashion accessory']","Accessories, Fashion Accessories"
236697,ROSEMANDY Flower Long Thin Scarf Scarves 72.8 X 17.7 Inches (Blue),"This is a long, thin floral scarf in blue, measuring 72.8 by 17.7 inches, designed to be worn as a fashionable accessory for women.",floral scarf,ROSEMANDY,Fashion-forward,Women's,Medium-Cost,"['floral design', 'long and thin shape', 'lightweight fabric', 'versatile styling options', 'suitable for various occasions']","Accessories, Fashion Accessories"
236698,"Sterling Silver5-6mm Genuine Freshwater Chocolate Pearl Necklace, Stretch Bracelet and Earring Set","This set includes a necklace, stretch bracelet, and earrings featuring genuine 5-6mm chocolate pearls, all crafted from sterling silver.",jewelry set,none,Fashion-forward,Women's,Medium-Cost,"['Genuine freshwater chocolate pearls', 'Sterling silver construction', 'Stretch bracelet design', 'Includes multiple pieces (necklace, bracelet, earrings)', 'Elegant and versatile for various occasions']","Accessories, Fashion Accessories"
236699,TRENDY FASHION COLOR STONE BLOCKS STATEMENT NECKLACE SET BY FASHION DESTINATION,"A vibrant necklace set featuring bold color stone blocks, designed to make a fashionable statement in any outfit.",necklace set,Fashion Destination,Fashion-forward,Women's,Medium-Cost,"['bold color stone blocks', 'vibrant colors', 'statement piece', 'fashionable design', 'lightweight']","Accessories, Fashion Accessories"
236700,16 Gauge Single Gem Captive Ring Chain Link Cartilage Tragus Barbell Earring,"A cartilage earring featuring a single gem on a 16-gauge captive ring, designed for use in piercings such as the tragus.",cartilage earring,none,Fashion-forward,Unisex,Medium-Cost,"['16-gauge thickness', 'captive ring design', 'single gem embellishment', 'suitable for tragus and cartilage piercings', 'made from body-safe materials']","Accessories, Fashion Accessories"
236702,"Robert Rodriguez Women's Burnout Cascade Dress, White, 12","This stylish white cascade dress features a burnout fabric design, making it perfect for evening events and cocktail parties.",cascade dress,Robert Rodriguez,Fashion-forward,Women's,Medium-Cost,"['burnout fabric design', 'cascade silhouette', 'suitable for evening events', 'ideal for cocktail parties', 'lightweight and flowy']",Clothing
236703,Klub Nico Women's Chiara Pump,"A stylish women's pump designed by Klub Nico, featuring a sleek silhouette suitable for both casual and formal occasions.",pump,Klub Nico,Fashion-forward,Women's,Medium-Cost,"['sleek silhouette', 'comfortable fit', 'versatile design', 'high heel', 'closed toe']",Footwear
236704,"Levi's Boys 8-20 550 Relaxed Fit Jean Husky, PALMER, 10 Husky","Relaxed fit jeans designed for boys aged 8-20, featuring a husky size for a comfortable fit and a classic denim style in the Palmer color.",relaxed fit jeans,Levi's,Comfort,Kids,Medium-Cost,"['relaxed fit', 'husky size', 'classic denim style', 'Palmer color']","Baby and Kids Clothing, Clothing"
236705,"Reebok Boy's 8-20 RBK Mesh Short with Contrast Side, Graphite, Small","These are lightweight mesh shorts designed for boys aged 8 to 20, featuring a contrast side design and suitable for workouts or active play.",mesh shorts,Reebok,Functional,Kids,Medium-Cost,"['lightweight', 'mesh fabric', 'contrast side design', 'suitable for workouts', 'active play']","Baby and Kids Clothing, Activewear and Sportswear"
236706,"Akademiks Men's Seaside Long Sleeve Woven, Khaki, Large","A lightweight, long-sleeve button-down shirt in khaki, designed for casual wear, suitable for men in large sizes.",woven shirt,Akademiks,Comfort,Men's,Medium-Cost,"['lightweight', 'breathable fabric', 'button-down collar', 'versatile styling', 'easy care']",Clothing
236707,Ice Blue Ladies Leopard Graphic Print Capri Leggings,"These capri leggings feature a trendy leopard graphic print in an ice blue color, designed for women's casual and active wear.",capri leggings,none,Fashion-forward,Women's,Medium-Cost,"['stretch fabric', 'moisture-wicking', 'trendy graphic print', 'comfortable fit', 'versatile style']",Activewear and Sportswear
236708,Green Ladies Newspaper Print Capri Leggings,"These capri leggings feature a vibrant green background adorned with a stylish newspaper print, designed for women's casual wear and comfort.",capri leggings,none,Fashion-forward,Women's,Medium-Cost,"['comfortable fit', 'stylish newspaper print', 'vibrant color', 'capri length', 'casual wear']",Activewear and Sportswear
236709,Hand By Hand Women's Capri Leggings,"These are women's capri-length leggings designed for comfort and versatility, suitable for various activities and casual wear.",capri leggings,Hand By Hand,Comfort,Women's,Medium-Cost,"['stretch fabric', 'moisture-wicking']",Activewear and Sportswear
236711,Sexy Low Rise Yoga Lounge Capri Pants Gym Workout &quot;LOVE&quot; At the Back,"These are stylish, low-rise capri pants designed for women, featuring a ""LOVE"" graphic at the back, perfect for yoga, gym workouts, or casual lounging.",capri pants,none,Fashion-forward,Women's,Medium-Cost,"['low-rise', 'stylish design', 'graphic detail']",Activewear and Sportswear
236712,"Show Story Colourful Sweetheart Neckline Short Sleeves Casual Dress 03002, AL03002BK08, Black, 6US","This is a black casual dress featuring a colorful sweetheart neckline and short sleeves, designed for women in size 6 US.",casual dress,Show Story,fashion-forward,Women's,Medium-Cost,"['colorful sweetheart neckline', 'short sleeves', 'casual style', 'size 6 US', 'black color']",Clothing
